file,line,category,context,jp_text,en_hint
codegen\validate\data\prompt_templates.py,64,C,other,デッドロックの可能性がないか,
codegen\validate\data\validation_rules.py,3,C,other,検証ルール定義（データのみ）,definition
codegen\validate\data\validation_rules.py,10,C,string,初期状態が設定されていません,state / settings
codegen\validate\data\validation_rules.py,11,C,string,で初期状態を設定してください,state / settings
codegen\validate\data\validation_rules.py,15,C,string,状態 は到達不能です,state
codegen\validate\data\validation_rules.py,16,C,string,遷移を追加するか 状態を削除してください,state / transition
codegen\validate\data\validation_rules.py,20,C,string,状態 からの遷移がありません,state / transition
codegen\validate\data\validation_rules.py,21,C,string,遷移を追加するか 終端状態として明示してください,state / transition
codegen\validate\data\validation_rules.py,25,C,string,状態名 と は大文字小文字の違いのみです,state
codegen\validate\data\validation_rules.py,26,C,string,命名規則を統一してください,
codegen\validate\data\validation_rules.py,32,C,string,イベント はどの遷移にも使用されていません,event / transition
codegen\validate\data\validation_rules.py,33,C,string,遷移を追加するか イベントを削除してください,event / transition
codegen\validate\data\validation_rules.py,37,C,string,イベント に対する遷移が定義されていません,event / transition / definition
codegen\validate\data\validation_rules.py,38,C,string,遷移を追加してください,transition
codegen\validate\data\validation_rules.py,44,C,string,遷移先 が定義されていません,transition / definition
codegen\validate\data\validation_rules.py,45,C,string,遷移先の状態を定義してください,state / transition / definition
codegen\validate\data\validation_rules.py,49,C,string,イベント が定義されていません,event / definition
codegen\validate\data\validation_rules.py,50,C,string,イベントを定義してください,event / definition
codegen\validate\data\validation_rules.py,54,C,string,遷移元 が定義されていません,transition / definition
codegen\validate\data\validation_rules.py,55,C,string,遷移元の状態を定義してください,state / transition / definition
codegen\validate\data\validation_rules.py,59,C,string,遷移 が重複しています,transition
codegen\validate\data\validation_rules.py,60,C,string,重複した遷移を削除してください,transition
codegen\validate\data\validation_rules.py,64,C,string,自己遷移,transition
codegen\validate\data\validation_rules.py,65,C,string,自己遷移が意図的か確認してください,transition
codegen\validate\data\validation_rules.py,71,C,string,ロール関数 の戻り値型が未定義です,role function / definition / return value / function / type
codegen\validate\data\validation_rules.py,72,C,string,戻り値型を設定してください,settings / return value / type
codegen\validate\data\validation_rules.py,76,C,string,ロール関数 の引数定義が不完全です,role function / definition / argument / function
codegen\validate\data\validation_rules.py,77,C,string,引数名と引数型を正しく設定してください,settings / argument / type
codegen\validate\data\validation_rules.py,81,C,string,ロール関数 は使用されていません,role function / function
codegen\validate\data\validation_rules.py,82,C,string,使用するか削除してください,
codegen\validate\data\validation_rules.py,88,C,string,変数名 が重複しています,variable
codegen\validate\data\validation_rules.py,89,C,string,変数名を変更してください,variable
codegen\validate\data\validation_rules.py,93,C,string,変数 の型 が無効です,variable / type
codegen\validate\data\validation_rules.py,94,C,string,正しい型を指定してください,type
codegen\validate\data\validation_rules.py,98,C,string,変数 の配列サイズが不正です,variable
codegen\validate\data\validation_rules.py,99,C,string,配列サイズを より大きい値にしてください,
codegen\validate\data\validation_rules.py,105,C,string,フラグ名 が重複しています,flag
codegen\validate\data\validation_rules.py,106,C,string,フラグ名を変更してください,flag
codegen\validate\data\validation_rules.py,110,C,string,フラグ の範囲が不正です,flag
codegen\validate\data\validation_rules.py,111,C,string,にしてください,
codegen\validate\data\validation_rules.py,117,C,string,キュー のサイズが不正です,queue
codegen\validate\data\validation_rules.py,118,C,string,サイズを より大きい値にしてください,
codegen\validate\data\validation_rules.py,122,C,string,キュー に未定義のイベントが含まれています,event / definition / queue
codegen\validate\data\validation_rules.py,123,C,string,イベント定義を確認してください,event / definition
codegen\validate\data\validation_rules.py,129,C,string,割り込み名 が重複しています,interrupt
codegen\validate\data\validation_rules.py,130,C,string,割り込み名を変更してください,interrupt
codegen\validate\data\validation_rules.py,134,C,string,割り込み に未定義のイベントが含まれています,event / definition / interrupt
codegen\validate\data\validation_rules.py,135,C,string,イベント定義を確認してください,event / definition
codegen\validate\data\validation_rules.py,141,C,string,タイマ変数 が既存の変数と重複しています,variable / timer
codegen\validate\data\validation_rules.py,142,C,string,変数名を変更してください,variable
codegen\validate\data\validation_rules.py,146,C,string,タイマ の乗数が不正です,timer
codegen\validate\data\validation_rules.py,147,C,string,乗数を より大きい値にしてください,
codegen\validate\data\validation_rules.py,153,C,string,型名 が重複しています,type
codegen\validate\data\validation_rules.py,154,C,string,型名を変更してください,type
codegen\validate\data\validation_rules.py,158,C,string,型 にメンバーが定義されていません,definition / type
codegen\validate\data\validation_rules.py,159,C,string,メンバーを追加してください,
codegen\validate\data\__init__.py,3,C,other,検証データパッケージ,
codegen\validate\items\base_validator.py,3,C,other,バリデータ基底クラス,
codegen\validate\items\base_validator.py,16,C,string,バリデータ基底クラス,
codegen\validate\items\custom_type_validator.py,3,C,other,カスタム型検証,type
codegen\validate\items\custom_type_validator.py,19,C,string,カスタム型検証クラス,type
codegen\validate\items\event_validator.py,3,C,other,イベント検証,event
codegen\validate\items\event_validator.py,6,C,other,と 出力を統一,
codegen\validate\items\event_validator.py,7,C,other,の開始・完了ログを追加,completed
codegen\validate\items\event_validator.py,8,C,other,ルール実行を で囲み 失敗時は で記録,failure / execute
codegen\validate\items\event_validator.py,24,C,string,イベント検証クラス,event
codegen\validate\items\flag_validator.py,3,C,other,フラグ検証,flag
codegen\validate\items\flag_validator.py,19,C,string,フラグ検証クラス,flag
codegen\validate\items\interrupt_validator.py,3,C,other,割り込み検証,interrupt
codegen\validate\items\interrupt_validator.py,19,C,string,割り込み検証クラス,interrupt
codegen\validate\items\queue_validator.py,3,C,other,キュー検証,queue
codegen\validate\items\queue_validator.py,19,C,string,キュー検証クラス,queue
codegen\validate\items\role_function_validator.py,3,C,other,ロール関数検証,role function / function
codegen\validate\items\role_function_validator.py,19,C,string,ロール関数検証クラス,role function / function
codegen\validate\items\state_validator.py,3,C,other,状態検証,state
codegen\validate\items\state_validator.py,19,C,string,状態検証クラス,state
codegen\validate\items\timer_validator.py,3,C,other,タイマ検証,timer
codegen\validate\items\timer_validator.py,19,C,string,タイマ検証クラス,timer
codegen\validate\items\transition_validator.py,3,C,other,遷移検証,transition
codegen\validate\items\transition_validator.py,6,C,other,と 出力を統一,
codegen\validate\items\transition_validator.py,7,C,other,の開始・完了ログを追加,completed
codegen\validate\items\transition_validator.py,8,C,other,ルール実行を で囲み 失敗時は で記録,failure / execute
codegen\validate\items\transition_validator.py,24,C,string,遷移検証クラス,transition
codegen\validate\items\variable_validator.py,3,C,other,変数検証,variable
codegen\validate\items\variable_validator.py,19,C,string,変数検証クラス,variable
codegen\validate\items\__init__.py,3,C,other,項目別バリデータパッケージ,
